Identifier,Code,Date Accepted,Status,Accrual Method,Title,Alternative Title,Description,Genre,Subject,Format,Type,Geometry Type,Keywords,Date Issued,Temporal Coverage,Date,Spatial Coverage,Bounding Box,Centroid,Provenance,Is Part Of,Creator,References
6CA5A89E-7E63-4C50-A590-AF3FC8D2F40F,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Sauk County, Wisconsin, 2019","Parcels Sauk County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Sauk County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-90.312659,-89.59899,43.642355,43.145061)","43.393708,-89.9558245",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Sauk_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Sauk_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
6CC1801F-15DA-4948-BFCA-A8157E49752A,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Iron County, Wisconsin, 2019","Parcels Iron County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Iron County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-90.55584,-89.927627,46.591222,45.980552)","46.285887,-90.2417335",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Iron_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Iron_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
6CE82364-DA3A-4BF4-B346-F92850519C25,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Crawford County, Wisconsin, 2019","Parcels Crawford County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Crawford County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-91.215252,-90.661828,43.426997,42.991103)","43.20905,-90.93854",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Crawford_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Crawford_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
6D104D8C-8501-4F8B-9509-72EA6980E6C2,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Rusk County, Wisconsin, 2019","Parcels Rusk County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Rusk County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-91.550462,-90.674787,45.646042,45.285311)","45.4656765,-91.1126245",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Rusk_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Rusk_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
6D2C9B21-60A1-45DA-8C3B-333F3EA942C7,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Kenosha County, Wisconsin, 2019","Parcels Kenosha County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Kenosha County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-88.309128,-87.795505,42.676281,42.486146)","42.5812135,-88.0523165",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Kenosha_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Kenosha_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
6EE2CBDB-AB20-4550-8774-CF51D0B50E0D,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Jackson County, Wisconsin, 2019","Parcels Jackson County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Jackson County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-91.1728,-90.311765,44.602484,44.069105)","44.3357945,-90.7422825",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Jackson_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Jackson_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
7564CA9E-853A-496B-A6F0-5F6FA50660AD,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Washington County, Wisconsin, 2019","Parcels Washington County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Washington County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-88.422995,-88.034344,43.548153,43.188198)","43.3681755,-88.2286695",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Washington_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Washington_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
75F59D90-F74C-4E30-8EC0-C49782329BEB,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Waupaca County, Wisconsin, 2019","Parcels Waupaca County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Waupaca County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-89.229569,-88.603987,44.684149,44.237574)","44.4608615,-88.916778",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Waupaca_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Waupaca_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
7C08F2A6-A25B-4B8F-AFCE-EC62DDC615AF,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Menominee County, Wisconsin, 2019","Parcels Menominee County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Menominee County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-88.986778,-88.482229,45.122414,44.853359)","44.9878865,-88.7345035",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Menominee_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Menominee_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
7C5F2356-81F6-4FDF-B0FE-D56AB49093D7,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Polk County, Wisconsin, 2019","Parcels Polk County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Polk County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-92.89269,-92.134923,45.736342,45.193912)","45.465127,-92.5138065",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Polk_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Polk_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
8415F2BB-CE61-49E8-A6ED-F2C0AB6082B3,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Chippewa County, Wisconsin, 2019","Parcels Chippewa County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Chippewa County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-91.671364,-90.918221,45.298868,44.849084)","45.073976,-91.2947925",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Chippewa_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Chippewa_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
8F41296F-AC0B-4765-B56B-3663AC2E71DF,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Barron County, Wisconsin, 2019","Parcels Barron County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Barron County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-92.172937,-91.528647,45.649697,45.196548)","45.4231225,-91.850792",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Barron_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Barron_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
9698219C-EA95-4221-BE76-136F0F147572,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Brown County, Wisconsin, 2019","Parcels Brown County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Brown County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-88.265462,-87.752736,44.682098,44.234505)","44.4583015,-88.009099",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Brown_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Brown_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
98348E61-E0BC-4967-866F-14C4D127548C,10b-01,2019-08-08,Active,ArcGIS Metadata,"Parcels: Marinette County, Wisconsin, 2019","Parcels Marinette County, WI 2019","This is the final deliverable for the Version 5 Statewide Parcel Map Database Project (V5). The V5 Project successfully aggregated all known digital parcel datasets within the state. The resulting statewide GIS parcel layer totaling 3.5 million parcels was made publicly available online on June 30, 2019. See the V5 Project Homepage for more detail on the parameters for how data was prepared and submitted to this project: https://www.sco.wisc.edu/parcels/submission/.Schema documentation can be found within this feature class metadata and in the schema documentation: https://www.sco.wisc.edu/parcels/data/assets/V5/V5_Wisconsin_Statewide_Parcels_Schema_Documentation.pdf.Missing Data & Known Gaps. This database reflects all known taxable and non-taxable parcels in Wisconsin available in GIS format. Most attribute information that is known to exist is populated. Some attribute information is incomplete. Blank spaces or values indicate either no data was submitted or is/was not applicable to a specific parcel. In some cases, it is appropriate for blank spaces to exist due to the nature of the data (e.g., a parcel without an improved structure might not have a site address).Owner Name Attribute. For the majority of counties, attribute information is populated for parcel owner name. In some cases, counties or cities opted out from including owner information in the statewide database. Per a county board resolution, one county has implemented complete owner name redaction—Kenosha County. Eight other counties have partial owner name redaction.Change log and known issues can be found here: https://www.sco.wisc.edu/parcels/data/assets/Wisconsin_Statewide_Parcels_Change_Log.pdf.",Geospatial data,Planning and Cadastral,Geodatabase,Dataset,Polygon,Real Property|Property Boundary Maps|Plat,2019-07-03,2019,2019,"Marinette County, Wisconsin, United States|Wisconsin, United States","ENVELOPE(-88.445794,-87.458268,45.802,44.959833)","45.3809165,-87.952031",Wisconsin,Counties Geospatial Data,The Wisconsin State Cartographer's Office,"{""http://schema.org/downloadUrl"":""https://gisdata.wisc.edu/public/Marinette_Parcels_2019.zip"",""http://www.isotc211.org/schemas/2005/gmd/"":""https://btaagdp.org/metadata/10/Marinette_Parcels_2019.xml"",""http://schema.org/url"":""https://www.sco.wisc.edu/parcels/data""}"
